-383.63730428,0.00000000,53.04260399,0.00000000,-18.00396990,0.00000000,-11.25502682,0.00000000,-5.10177235,0.00000000,8.04487484,0.00000000,-25.52704921,0.00000000,-6.48107330,0.00000000,-10.50715051,0.00000000,-2.76422585,0.00000000,-0.12969406,0.00000000,1.14138922,0.00000000
-415.17520820,0.00000000,45.69821766,0.00000000,-1.61378611,0.00000000,2.13340677,0.00000000,0.31451097,0.00000000,3.62595296,0.00000000,-19.37172296,0.00000000,-12.37782500,0.00000000,-15.59510148,0.00000000,-7.11481256,0.00000000,-1.56400995,0.00000000,0.09475010,0.00000000
-434.75593118,1.00000000,62.31402593,1.00000000,1.31618628,1.00000000,-7.57152308,1.00000000,2.36785161,1.00000000,3.89251761,1.00000000,-14.19663391,1.00000000,0.31699911,1.00000000,-11.28126996,1.00000000,4.51452484,1.00000000,-13.43998308,1.00000000,-6.29007269,1.00000000
-426.63177793,1.00000000,37.30104192,1.00000000,11.48689063,1.00000000,5.38293358,1.00000000,7.14363489,1.00000000,2.20241158,1.00000000,-14.24444778,1.00000000,0.16474323,1.00000000,-18.85043836,1.00000000,1.35245259,1.00000000,-19.51969607,1.00000000,-2.25128994,1.00000000
-438.83540370,2.00000000,90.03041171,2.00000000,5.91698072,2.00000000,-4.77575898,2.00000000,8.59962834,2.00000000,0.75012967,2.00000000,-9.72452190,2.00000000,2.78988062,2.00000000,-14.03060816,2.00000000,1.31116112,2.00000000,-12.83246629,2.00000000,-3.29670155,2.00000000
-404.73619653,2.00000000,71.10429053,2.00000000,20.88742985,2.00000000,4.57256594,2.00000000,14.11051837,2.00000000,-3.68731130,2.00000000,-9.25314266,2.00000000,0.64354481,2.00000000,-18.78266791,2.00000000,-6.05605729,2.00000000,-20.20714562,2.00000000,-8.39264319,2.00000000
-467.48481988,3.00000000,84.55531705,3.00000000,9.68800285,3.00000000,-11.35277988,3.00000000,3.44904829,3.00000000,8.50199160,3.00000000,-14.33953554,3.00000000,3.39436750,3.00000000,-9.34175389,3.00000000,-0.24763183,3.00000000,-9.72931934,3.00000000,-6.38888431,3.00000000
-472.10523422,3.00000000,69.13233574,3.00000000,19.91312875,3.00000000,3.11430076,3.00000000,7.14157598,3.00000000,1.27295974,3.00000000,-14.71080860,3.00000000,-3.35925491,3.00000000,-15.20730571,3.00000000,-9.25908395,3.00000000,-11.95430561,3.00000000,-9.29987155,3.00000000
-541.87033818,4.00000000,80.60461793,4.00000000,23.72488937,4.00000000,11.87083353,4.00000000,15.79681334,4.00000000,16.18033652,4.00000000,-13.26264928,4.00000000,-9.06458205,4.00000000,-11.85831595,4.00000000,4.69610058,4.00000000,-10.06617480,4.00000000,8.21615978,4.00000000
-535.76358543,4.00000000,83.79638814,4.00000000,29.12621942,4.00000000,26.63516073,4.00000000,23.63907442,4.00000000,11.60741340,4.00000000,-4.12599680,4.00000000,-11.75272414,4.00000000,-18.51032483,4.00000000,3.27949282,4.00000000,-12.16968499,4.00000000,2.67519119,4.00000000
-483.12465757,5.00000000,91.23846219,5.00000000,8.81204841,5.00000000,-3.31566505,5.00000000,12.05134113,5.00000000,4.74876020,5.00000000,-6.09768563,5.00000000,0.51470210,5.00000000,-14.89196243,5.00000000,3.46694807,5.00000000,-9.44753314,5.00000000,2.56616937,5.00000000
-415.37163369,5.00000000,65.99555973,5.00000000,19.85312417,5.00000000,11.36333420,5.00000000,19.13056599,5.00000000,9.21191931,5.00000000,-13.67242894,5.00000000,1.43823401,5.00000000,-20.47680811,5.00000000,0.48415971,5.00000000,-19.46362914,5.00000000,-5.50226862,5.00000000
-527.10657556,6.00000000,67.11230956,6.00000000,13.84381849,6.00000000,12.44644047,6.00000000,10.99294620,6.00000000,6.82399808,6.00000000,-1.17028337,6.00000000,-2.50417348,6.00000000,-10.31116247,6.00000000,-2.58397464,6.00000000,-11.17393586,6.00000000,1.72663435,6.00000000
-550.73185859,6.00000000,65.68298025,6.00000000,23.51417846,6.00000000,21.40713327,6.00000000,17.70978167,6.00000000,8.95413437,6.00000000,1.64285522,6.00000000,-10.14049747,6.00000000,-10.19465205,6.00000000,-0.68973238,6.00000000,-9.42657819,6.00000000,3.20576638,6.00000000
