-383.63730428,53.04260399,-18.00396990,-11.25502682,-5.10177235,8.04487484,-25.52704921,-6.48107330,-10.50715051,-2.76422585,-0.12969406,1.14138922,0.00000000
-444.52552521,66.03340145,-2.85287407,-19.65610941,-10.76195054,10.71019959,-10.08274117,-0.83840518,-12.82569849,3.18531356,-10.01135349,10.47387834,0.00000000
-402.55123875,26.74414487,-5.74829585,0.18560182,-1.55638195,1.48813271,-19.88777103,-1.85586290,-13.76308574,-0.54646509,-13.22022967,8.25665876,0.00000000
-383.77910640,53.05671603,-12.04045589,-13.27481973,-4.42558207,7.44632428,-22.17677798,-7.07216771,-13.82625710,-2.52257931,-2.14384672,1.98069839,0.00000000
-397.13176545,51.63999683,2.31398080,9.44544318,3.73731641,1.12286487,-25.06510567,8.28944236,-19.54393697,-12.44574942,-12.15711294,-0.89168250,0.00000000
-426.51788455,49.38834834,-5.62852523,-0.49838587,6.11083589,3.76636116,-26.54297037,-2.79227131,-10.87513293,-3.98517947,-10.52147166,10.13662099,0.00000000
-393.92655869,53.14893695,-12.61486442,-0.82428554,-5.64298004,-0.75027783,-23.94440293,1.96797559,-13.75060906,-0.35338542,-12.32508573,6.89044884,0.00000000
-427.00775653,72.33678512,7.60532200,-7.29907270,-9.76729371,0.88763739,-17.65379397,1.29272815,-18.48135040,-6.40406800,-10.58986975,1.12581337,0.00000000
-390.33148317,60.47722787,18.07400411,-0.35105888,-17.36786910,-2.61916268,-11.74929352,2.26993203,-20.60102143,1.62165540,-14.20184742,1.69617920,0.00000000
-402.19910035,45.06220807,-6.45810117,-13.80541313,-9.59122092,7.36262846,-18.19922470,-2.84282054,-18.39612378,-4.30084003,-8.99703396,11.81166379,0.00000000
-370.37449707,49.55494375,-11.83891122,-19.56322613,-11.74743658,2.43582978,-18.97129892,4.97126541,-17.49478004,-0.71656390,-10.60204789,10.15063291,0.00000000
-436.20230459,77.93131167,4.59296582,-17.77800533,-3.12257800,17.71430946,-17.02024867,-10.15588138,-15.30807737,-1.12869913,-13.40596956,0.54621086,0.00000000
-420.80677279,62.51937356,-20.35730091,-13.16569394,0.72931580,3.26145851,-18.57110161,-1.35135770,-12.65313773,0.06930292,-10.03091957,12.68161989,0.00000000
-399.92975204,69.24682080,-7.31109881,-24.25478173,-11.29719335,-2.50343245,-8.91700177,3.26822935,-16.66730153,-3.54749807,-15.74811093,7.21896522,0.00000000
-382.99021939,45.00394235,-14.81283086,9.47781787,-0.17021039,2.61620188,-23.47372609,-8.41086973,-15.46536728,-11.62860956,-4.54858134,0.18506976,0.00000000
-420.15340952,50.96409576,-11.85801596,-11.28089047,-11.04441304,5.53753945,-10.37844993,-0.77005182,-12.92432643,-0.45907052,-13.31635769,14.24148772,0.00000000
-371.20055328,44.24313769,-16.07107698,9.04326028,-3.10923891,0.78941038,-26.16950513,-7.62781209,-14.88527491,-11.61032206,-2.55150655,-1.93253736,0.00000000
-392.04142188,42.17767296,-10.56381123,-7.96741852,-2.65491777,8.16764603,-28.68051504,-5.64051752,-9.80641871,-4.76978334,-8.67272782,8.24923603,0.00000000
-370.52481596,48.41889818,-21.37673356,-9.27642634,-10.10518041,6.76426478,-21.15365927,2.32017359,-13.26975548,-3.00222310,-11.41528008,6.53701342,0.00000000
-392.76003071,49.24216753,-18.00980696,-11.87716459,-6.71002495,0.24318622,-20.13720208,-0.99524068,-11.96036934,0.66594448,-13.88613340,8.21810395,0.00000000
-376.51043768,39.91295093,-12.13457179,-4.66545011,-2.85188408,1.90054952,-19.71081222,-4.24989807,-8.89160484,5.29526243,-15.29622824,9.61011417,0.00000000
-437.80985218,24.20635414,-2.40234891,7.45822198,0.93040880,3.18829153,-16.17934525,4.67204165,-10.73823045,-3.50456497,-9.98630039,7.37798925,0.00000000
-403.18830911,17.65982523,-4.73994844,6.52906814,6.37545959,1.69014143,-17.86295396,0.29350363,-14.67103119,-5.17267378,-14.16887374,4.18031252,0.00000000
-382.96448423,35.80002637,-12.39531362,-1.43295831,-3.09384916,0.53310790,-21.00357247,-1.68594692,-14.32655328,-3.84470788,-12.62231766,5.21303782,0.00000000
-400.81266045,52.72143191,-3.46261049,-7.13495864,-18.31831192,-3.96754857,-17.41117505,-1.72869534,-13.50097804,0.10680596,-13.91853185,7.85833281,0.00000000
-381.93700463,44.22124098,-14.39491058,-15.40257265,-3.70183799,7.27748812,-27.26388784,-2.53096961,-13.80308352,-6.83632561,-7.14381099,6.55719267,0.00000000
-437.84148419,42.80607478,0.83562482,4.16098425,4.55745526,2.63521607,-20.62220652,-0.27146025,-14.50308870,-5.56996545,-12.21016041,9.39795368,0.00000000
-411.68327582,42.22256574,-5.99215165,-5.03033867,4.96803325,0.56445795,-26.00591921,-3.48669975,-10.76862011,-1.39706742,-11.34637461,9.23429291,0.00000000
-411.37206514,43.09358504,-8.13659747,-7.03738457,1.96426247,5.48204749,-24.27946145,0.78631380,-10.18200491,0.20601675,-7.11010919,5.00989835,0.00000000
-433.96747983,25.72536169,2.25427560,4.15247759,8.45282643,2.82098662,-18.38621102,1.68985230,-12.47340222,-6.06853107,-11.60809108,4.80932385,0.00000000
-397.00126040,59.00343647,-14.83693443,-11.61933017,-3.56753984,5.28909034,-21.21237172,-0.78941783,-14.34475538,0.23140005,-7.67209544,4.43403179,0.00000000
-393.12149070,39.66773011,-8.05175146,2.49726586,-4.46986342,2.62469794,-25.87880353,-11.99949264,-10.48759122,-4.29239108,2.76020821,1.04506446,0.00000000
-463.22426587,40.24142215,0.87068823,6.86682082,1.45554906,5.31859346,-18.93597021,1.19339132,-10.34383169,-1.63143457,-8.65163875,10.58815649,0.00000000
-456.71730608,59.48509877,-4.17200704,-3.90455552,-6.58910048,5.42622863,-14.63571472,0.19290547,-12.37167321,-2.34597393,-8.61615802,10.58807089,0.00000000
-386.89891691,57.04543720,-9.15655545,-5.31545397,-15.23267535,8.94789171,-19.42096923,-11.73765705,-15.56072597,-7.30970726,0.65585212,4.51098486,0.00000000
